#yymmdd    hhmmss   name          ra        dec       fwhm a/b  theta  sky   nstar ccdtemp tempam  encra     
2014-03-23 23:50:20 20140323_1117.fits(obstype=survey 185.659920 67.999209 2.85 1.06 -4.16 113.786 110 264.228 -4.800 -6.417196
2014-03-23 23:50:24 20140323_1118.fits(obstype=survey 185.659920 67.999209 2.92 1.15 -13.48 113.227 111 264.228 -4.800 -6.417196
2014-03-23 23:50:29 20140323_1119.fits(obstype=survey 185.659920 67.999209 2.98 1.09 -23.67 113.625 106 264.228 -4.800 -6.417196
2014-03-23 23:50:33 20140323_1120.fits(obstype=survey 185.659920 67.999209 2.96 1.06 65.27 113.6 108 264.228 -4.800 -6.417196
2014-03-23 23:50:38 20140323_1121.fits(obstype=survey 185.659920 67.999209 2.93 1.07 -13.87 113.252 107 264.228 -4.800 -6.417196
2014-03-23 23:50:42 20140323_1122.fits(obstype=survey 185.659920 67.999209 2.92 1.09 6.01 113.031 107 264.228 -4.800 -6.417196
2014-03-23 23:50:47 20140323_1123.fits(obstype=survey 185.659920 67.999209 2.97 1.08 -23.18 113.601 113 264.228 -4.800 -6.417196
2014-03-23 23:50:51 20140323_1124.fits(obstype=survey 185.659920 67.999209 2.80 1.07 -4.79 112.737 107 264.228 -4.800 -6.417196
2014-03-23 23:50:56 20140323_1125.fits(obstype=survey 185.659920 67.999209 3.06 1.08 -14.45 112.808 104 264.228 -4.800 -6.417196
2014-03-23 23:51:00 20140323_1126.fits(obstype=survey 185.659920 67.999209 2.87 1.09 -14.36 113.235 103 264.228 -4.800 -6.417196
2014-03-23 23:51:05 20140323_1127.fits(obstype=survey 185.659920 67.999209 2.73 1.05 -13.87 112.918 108 264.228 -4.800 -6.417196
2014-03-23 23:51:10 20140323_1128.fits(obstype=survey 185.659920 67.999209 2.79 1.08 5.73 112.867 110 264.228 -4.800 -6.417196
2014-03-23 23:55:55 20140323_1129.fits(obstype=survey 181.648097 68.001087 3.11 1.09 6.25 116.109 102 264.036 -5.000 -0.793838
2014-03-23 23:55:59 20140323_1130.fits(obstype=survey 181.648097 68.001087 2.78 1.03 16.37 115.792 106 264.036 -5.000 -0.793838
2014-03-23 23:56:04 20140323_1131.fits(obstype=survey 181.648097 68.001087 2.75 1.08 15.84 116.121 109 264.036 -5.000 -0.793838
2014-03-23 23:56:08 20140323_1132.fits(obstype=survey 181.648097 68.001087 2.72 1.11 -3.69 115.822 106 264.036 -5.000 -0.793838
2014-03-23 23:56:13 20140323_1133.fits(obstype=survey 181.648097 68.001087 2.80 1.06 -14.40 115.009 107 264.036 -5.000 -0.793838
2014-03-23 23:56:17 20140323_1134.fits(obstype=survey 181.648097 68.001087 2.73 1.03 5.99 115.378 110 264.036 -5.000 -0.793838
2014-03-23 23:56:22 20140323_1135.fits(obstype=survey 181.648097 68.001087 2.54 1.08 15.74 115.317 106 264.036 -5.000 -0.793838
2014-03-23 23:56:26 20140323_1136.fits(obstype=survey 181.648097 68.001087 2.62 1.13 -3.23 115.197 108 264.036 -5.000 -0.793838
2014-03-23 23:56:31 20140323_1137.fits(obstype=survey 181.648097 68.001087 2.72 1.07 56.26 115.616 108 264.036 -5.000 -0.793838
2014-03-23 23:56:35 20140323_1138.fits(obstype=survey 181.648097 68.001087 2.81 1.05 -4.58 115.16 109 264.036 -5.000 -0.793838
2014-03-23 23:56:39 20140323_1139.fits(obstype=survey 181.648097 68.001087 2.76 1.05 -3.84 115.551 106 264.036 -5.000 -0.793838
2014-03-23 23:56:44 20140323_1140.fits(obstype=survey 181.648097 68.001087 2.57 1.05 15.03 115.208 108 264.036 -5.000 -0.793838
2014-03-23 23:56:49 20140323_1141.fits(obstype=survey 181.648097 68.001087 2.82 1.24 -4.46 115.104 110 264.036 -5.000 -0.793838
2014-03-23 23:56:53 20140323_1142.fits(obstype=survey 181.648097 68.001087 2.76 1.13 -14.61 114.919 105 264.036 -5.000 -0.793838
2014-03-23 23:56:58 20140323_1143.fits(obstype=survey 181.648097 68.001087 2.72 1.03 -4.10 115.968 104 264.036 -5.000 -0.793838
2014-03-23 23:57:02 20140323_1144.fits(obstype=survey 181.648097 68.001087 2.56 1.08 15.81 115.01 104 264.036 -5.000 -0.793838
2014-03-23 23:57:07 20140323_1145.fits(obstype=survey 181.648097 68.001087 2.73 1.05 -2.22 115.046 106 264.036 -5.000 -0.793838
2014-03-23 23:57:12 20140323_1146.fits(obstype=survey 181.648097 68.001087 2.56 1.03 16.14 115.275 106 264.036 -5.000 -0.793838
2014-03-23 23:57:16 20140323_1147.fits(obstype=survey 181.648097 68.001087 2.67 1.12 -3.36 115.015 104 264.036 -5.000 -0.793838
2014-03-23 23:57:21 20140323_1148.fits(obstype=survey 181.648097 68.001087 2.93 1.06 -3.16 115.217 105 264.036 -5.000 -0.793838
2014-03-23 23:57:26 20140323_1149.fits(obstype=survey 181.648097 68.001087 2.93 1.08 -3.57 114.693 103 264.036 -5.000 -0.793838
2014-03-23 23:57:30 20140323_1150.fits(obstype=survey 181.648097 68.001087 2.81 1.02 6.17 114.948 103 264.036 -5.000 -0.793838
2014-03-23 23:57:35 20140323_1151.fits(obstype=survey 181.648097 68.001087 2.93 1.02 -4.76 115.043 107 264.036 -5.000 -0.793838
2014-03-23 23:57:39 20140323_1152.fits(obstype=survey 181.648097 68.001087 2.99 1.06 -44.71 115.091 106 264.036 -5.000 -0.793838
2014-03-24 00:02:21 20140323_1153.fits(obstype=survey 185.653189 68.000183 2.83 1.08 -44.10 112.241 109 263.978 -5.100 -3.173766
2014-03-24 00:02:25 20140323_1154.fits(obstype=survey 185.653189 68.000183 3.12 1.05 -4.07 111.761 106 263.978 -5.100 -3.173766
2014-03-24 00:02:30 20140323_1155.fits(obstype=survey 185.653189 68.000183 3.05 1.06 -4.00 112.017 107 263.978 -5.100 -3.173766
2014-03-24 00:02:34 20140323_1156.fits(obstype=survey 185.653189 68.000183 2.90 1.03 5.95 111.891 110 263.978 -5.100 -3.173766
2014-03-24 00:02:39 20140323_1157.fits(obstype=survey 185.653189 68.000183 2.82 1.05 6.28 116.136 106 263.978 -5.100 -3.173766
2014-03-24 00:02:43 20140323_1158.fits(obstype=survey 185.653189 68.000183 2.91 1.06 6.46 111.761 109 263.978 -5.100 -3.173766
2014-03-24 00:02:48 20140323_1159.fits(obstype=survey 185.653189 68.000183 2.78 1.08 -3.70 111.803 108 263.978 -5.100 -3.173766
2014-03-24 00:02:52 20140323_1160.fits(obstype=survey 185.653189 68.000183 2.93 1.03 -4.58 111.103 114 263.978 -5.100 -3.173766
2014-03-24 00:02:57 20140323_1161.fits(obstype=survey 185.653189 68.000183 2.76 1.06 -4.31 111.968 107 263.978 -5.100 -3.173766
2014-03-24 00:03:01 20140323_1162.fits(obstype=survey 185.653189 68.000183 2.86 1.08 6.28 112.048 110 263.978 -5.100 -3.173766
2014-03-24 00:03:06 20140323_1163.fits(obstype=survey 185.653189 68.000183 3.13 1.06 26.51 111.819 105 263.978 -5.100 -3.173766
2014-03-24 00:03:10 20140323_1164.fits(obstype=survey 185.653189 68.000183 3.11 1.06 -3.89 112.167 108 263.978 -5.100 -3.173766
2014-03-24 00:03:15 20140323_1165.fits(obstype=survey 185.653189 68.000183 2.99 1.12 -13.96 116.33 108 263.978 -5.100 -3.173766
2014-03-24 00:03:19 20140323_1166.fits(obstype=survey 185.653189 68.000183 2.71 1.06 16.52 111.973 115 263.978 -5.100 -3.173766
2014-03-24 00:03:24 20140323_1167.fits(obstype=survey 185.653189 68.000183 2.74 1.05 -4.08 111.898 114 263.978 -5.100 -3.173766
2014-03-24 00:03:28 20140323_1168.fits(obstype=survey 185.653189 68.000183 2.76 1.08 5.75 111.646 110 263.978 -5.100 -3.173766
2014-03-24 00:03:33 20140323_1169.fits(obstype=survey 185.653189 68.000183 2.70 1.06 16.40 111.763 111 263.978 -5.100 -3.173766
2014-03-24 00:03:37 20140323_1170.fits(obstype=survey 185.653189 68.000183 2.81 1.06 -4.44 111.618 109 263.978 -5.100 -3.173766
2014-03-24 00:03:42 20140323_1171.fits(obstype=survey 185.653189 68.000183 2.76 1.08 -4.63 111.847 110 263.978 -5.100 -3.173766
2014-03-24 00:03:47 20140323_1172.fits(obstype=survey 185.653189 68.000183 2.82 1.03 6.13 111.498 108 263.978 -5.100 -3.173766
2014-03-24 00:03:51 20140323_1173.fits(obstype=survey 185.653189 68.000183 2.92 1.09 5.77 115.614 108 263.978 -5.100 -3.173766
2014-03-24 00:03:55 20140323_1174.fits(obstype=survey 185.653189 68.000183 3.02 1.08 16.02 111.517 109 263.978 -5.100 -3.173766
2014-03-24 00:04:00 20140323_1175.fits(obstype=survey 185.653189 68.000183 2.93 1.06 -3.81 110.887 110 263.978 -5.100 -3.173766
2014-03-24 00:04:05 20140323_1176.fits(obstype=survey 185.653189 68.000183 2.73 1.14 -4.23 111.467 111 263.978 -5.100 -3.173766
2014-03-24 00:08:47 20140323_1177.fits(obstype=survey 181.641293 68.001999 2.78 1.08 -84.17 109.524 106 263.863 -5.100 2.437242
2014-03-24 00:08:51 20140323_1178.fits(obstype=survey 181.641293 68.001999 3.20 1.09 -14.57 114.489 94 263.863 -5.100 2.437242
2014-03-24 00:08:56 20140323_1179.fits(obstype=survey 181.641293 68.001999 2.58 1.05 6.26 110.03 104 263.863 -5.100 2.437242
2014-03-24 00:09:00 20140323_1180.fits(obstype=survey 181.641293 68.001999 2.84 1.12 -4.20 114.543 100 263.863 -5.100 2.437242
2014-03-24 00:09:05 20140323_1181.fits(obstype=survey 181.641293 68.001999 2.73 1.09 -3.77 114.437 104 263.863 -5.100 2.437242
2014-03-24 00:09:09 20140323_1182.fits(obstype=survey 181.641293 68.001999 2.93 1.12 6.01 109.688 102 263.863 -5.100 2.437242
2014-03-24 00:09:14 20140323_1183.fits(obstype=survey 181.641293 68.001999 2.80 1.05 26.30 109.741 103 263.863 -5.100 2.437242
2014-03-24 00:09:18 20140323_1184.fits(obstype=survey 181.641293 68.001999 2.76 1.05 26.29 114.044 103 263.863 -5.100 2.437242
2014-03-24 00:09:22 20140323_1185.fits(obstype=survey 181.641293 68.001999 2.57 1.06 6.17 114.685 105 263.863 -5.100 2.437242
2014-03-24 00:09:27 20140323_1186.fits(obstype=survey 181.641293 68.001999 2.80 1.03 -14.28 114.296 106 263.863 -5.100 2.437242
2014-03-24 00:09:31 20140323_1187.fits(obstype=survey 181.641293 68.001999 2.76 1.06 -4.91 109.941 107 263.863 -5.100 2.437242
2014-03-24 00:09:36 20140323_1188.fits(obstype=survey 181.641293 68.001999 2.77 1.09 -3.74 109.717 100 263.863 -5.100 2.437242
2014-03-24 00:09:40 20140323_1189.fits(obstype=survey 181.641293 68.001999 2.75 1.11 -14.56 110.281 104 263.863 -5.100 2.437242
2014-03-24 00:09:45 20140323_1190.fits(obstype=survey 181.641293 68.001999 2.81 1.08 -3.77 114.228 104 263.863 -5.100 2.437242
2014-03-24 00:09:49 20140323_1191.fits(obstype=survey 181.641293 68.001999 2.63 1.09 25.90 114.296 106 263.863 -5.100 2.437242
2014-03-24 00:09:54 20140323_1192.fits(obstype=survey 181.641293 68.001999 2.73 1.05 16.26 114.447 103 263.863 -5.100 2.437242
2014-03-24 00:09:58 20140323_1193.fits(obstype=survey 181.641293 68.001999 2.74 1.05 16.37 109.604 105 263.863 -5.100 2.437242
2014-03-24 00:10:02 20140323_1194.fits(obstype=survey 181.641293 68.001999 2.75 1.08 -24.28 114.663 106 263.863 -5.100 2.437242
2014-03-24 00:10:07 20140323_1195.fits(obstype=survey 181.641293 68.001999 2.73 1.11 -13.44 114.141 106 263.863 -5.100 2.437242
2014-03-24 00:10:12 20140323_1196.fits(obstype=survey 181.641293 68.001999 2.63 1.05 5.57 109.098 106 263.863 -5.100 2.437242
2014-03-24 00:10:16 20140323_1197.fits(obstype=survey 181.641293 68.001999 3.00 1.03 -3.02 114.235 105 263.863 -5.100 2.437242
2014-03-24 00:10:21 20140323_1198.fits(obstype=survey 181.641293 68.001999 2.74 1.11 6.51 113.753 110 263.863 -5.100 2.437242
2014-03-24 00:10:26 20140323_1199.fits(obstype=survey 181.641293 68.001999 2.67 1.09 6.23 114.252 105 263.863 -5.100 2.437242
2014-03-24 00:10:30 20140323_1200.fits(obstype=survey 181.641293 68.001999 2.68 1.12 6.08 109.784 106 263.863 -5.100 2.437242
2014-03-24 00:15:13 20140323_1201.fits(obstype=survey 185.646296 68.001118 2.63 1.06 6.63 110.325 112 263.786 -5.200 0.059092
2014-03-24 00:15:17 20140323_1202.fits(obstype=survey 185.646296 68.001118 2.73 1.03 -3.21 110.473 115 263.786 -5.200 0.059092
2014-03-24 00:15:22 20140323_1203.fits(obstype=survey 185.646296 68.001118 2.85 1.03 -4.27 110.168 115 263.786 -5.200 0.059092
2014-03-24 00:15:26 20140323_1204.fits(obstype=survey 185.646296 68.001118 2.60 1.09 6.35 110.572 117 263.786 -5.200 0.059092
2014-03-24 00:15:31 20140323_1205.fits(obstype=survey 185.646296 68.001118 2.70 1.03 16.11 109.762 117 263.786 -5.200 0.059092
2014-03-24 00:15:35 20140323_1206.fits(obstype=survey 185.646296 68.001118 2.83 1.09 -74.59 109.833 115 263.786 -5.200 0.059092
2014-03-24 00:15:40 20140323_1207.fits(obstype=survey 185.646296 68.001118 2.82 1.08 6.57 109.978 116 263.786 -5.200 0.059092
2014-03-24 00:15:44 20140323_1208.fits(obstype=survey 185.646296 68.001118 2.82 1.11 -3.72 109.38 114 263.786 -5.200 0.059092
2014-03-24 00:15:49 20140323_1209.fits(obstype=survey 185.646296 68.001118 2.60 1.11 35.81 109.427 116 263.786 -5.200 0.059092
2014-03-24 00:15:53 20140323_1210.fits(obstype=survey 185.646296 68.001118 2.92 1.04 -84.63 109.808 114 263.786 -5.200 0.059092
2014-03-24 00:15:58 20140323_1211.fits(obstype=survey 185.646296 68.001118 2.95 1.11 -14.66 109.867 117 263.786 -5.200 0.059092
2014-03-24 00:16:02 20140323_1212.fits(obstype=survey 185.646296 68.001118 2.78 1.09 25.90 109.544 114 263.786 -5.200 0.059092
2014-03-24 00:16:06 20140323_1213.fits(obstype=survey 185.646296 68.001118 2.80 1.08 6.72 109.283 115 263.786 -5.200 0.059092
2014-03-24 00:16:11 20140323_1214.fits(obstype=survey 185.646296 68.001118 2.82 1.06 45.57 109.713 110 263.786 -5.200 0.059092
2014-03-24 00:16:15 20140323_1215.fits(obstype=survey 185.646296 68.001118 2.94 1.05 15.83 109.319 112 263.786 -5.200 0.059092
2014-03-24 00:16:20 20140323_1216.fits(obstype=survey 185.646296 68.001118 2.76 1.08 -3.57 109.571 117 263.786 -5.200 0.059092
2014-03-24 00:16:25 20140323_1217.fits(obstype=survey 185.646296 68.001118 2.75 1.09 -3.77 109.452 115 263.786 -5.200 0.059092
2014-03-24 00:16:29 20140323_1218.fits(obstype=survey 185.646296 68.001118 2.61 1.06 26.40 109.357 113 263.786 -5.200 0.059092
2014-03-24 00:16:34 20140323_1219.fits(obstype=survey 185.646296 68.001118 2.94 1.08 5.97 109.358 114 263.786 -5.200 0.059092
2014-03-24 00:16:38 20140323_1220.fits(obstype=survey 185.646296 68.001118 2.79 1.08 -4.73 109.266 109 263.786 -5.200 0.059092
2014-03-24 00:16:43 20140323_1221.fits(obstype=survey 185.646296 68.001118 2.71 1.05 5.65 109.585 116 263.786 -5.200 0.059092
2014-03-24 00:16:47 20140323_1222.fits(obstype=survey 185.646296 68.001118 2.82 1.06 -23.93 109.056 114 263.786 -5.200 0.059092
2014-03-24 00:16:52 20140323_1223.fits(obstype=survey 185.646296 68.001118 3.05 1.05 5.11 113.464 110 263.786 -5.200 0.059092
2014-03-24 00:16:57 20140323_1224.fits(obstype=survey 185.646296 68.001118 2.91 1.05 -23.62 108.815 111 263.786 -5.200 0.059092
2014-03-24 00:21:39 20140323_1225.fits(obstype=survey 181.633878 68.002886 2.56 1.11 16.81 108.869 110 263.633 -5.300 5.670123
2014-03-24 00:21:43 20140323_1226.fits(obstype=survey 181.633878 68.002886 2.67 1.12 36.61 108.298 103 263.633 -5.300 5.670123
2014-03-24 00:21:48 20140323_1227.fits(obstype=survey 181.633878 68.002886 2.87 1.08 6.04 108.36 106 263.633 -5.300 5.670123
2014-03-24 00:21:52 20140323_1228.fits(obstype=survey 181.633878 68.002886 2.90 1.04 -13.58 113.705 108 263.633 -5.300 5.670123
2014-03-24 00:21:57 20140323_1229.fits(obstype=survey 181.633878 68.002886 2.97 1.14 25.38 107.649 104 263.633 -5.300 5.670123
2014-03-24 00:22:01 20140323_1230.fits(obstype=survey 181.633878 68.002886 2.83 1.10 45.02 108.204 108 263.633 -5.300 5.670123
2014-03-24 00:22:06 20140323_1231.fits(obstype=survey 181.633878 68.002886 2.72 1.08 35.51 108.162 111 263.633 -5.300 5.670123
2014-03-24 00:22:10 20140323_1232.fits(obstype=survey 181.633878 68.002886 3.06 1.05 -2.98 108.517 106 263.633 -5.300 5.670123
2014-03-24 00:22:15 20140323_1233.fits(obstype=survey 181.633878 68.002886 2.71 1.06 15.22 112.74 110 263.633 -5.300 5.670123
2014-03-24 00:22:20 20140323_1234.fits(obstype=survey 181.633878 68.002886 2.81 1.07 5.08 108.239 106 263.633 -5.300 5.670123
2014-03-24 00:22:24 20140323_1235.fits(obstype=survey 181.633878 68.002886 2.73 1.06 -24.76 107.981 109 263.633 -5.300 5.670123
2014-03-24 00:22:29 20140323_1236.fits(obstype=survey 181.633878 68.002886 2.82 1.06 -23.82 108.098 111 263.633 -5.300 5.670123
2014-03-24 00:22:33 20140323_1237.fits(obstype=survey 181.633878 68.002886 2.63 1.09 -3.77 107.688 110 263.633 -5.300 5.670123
2014-03-24 00:22:37 20140323_1238.fits(obstype=survey 181.633878 68.002886 3.08 1.03 -4.64 107.85 107 263.633 -5.300 5.670123
2014-03-24 00:22:42 20140323_1239.fits(obstype=survey 181.633878 68.002886 2.76 1.06 -24.32 107.859 113 263.633 -5.300 5.670123
2014-03-24 00:22:46 20140323_1240.fits(obstype=survey 181.633878 68.002886 2.78 1.08 -4.85 108.17 110 263.633 -5.300 5.670123
2014-03-24 00:22:51 20140323_1241.fits(obstype=survey 181.633878 68.002886 2.93 1.08 5.41 108 105 263.633 -5.300 5.670123
2014-03-24 00:22:55 20140323_1242.fits(obstype=survey 181.633878 68.002886 2.75 1.04 6.30 108.019 109 263.633 -5.300 5.670123
2014-03-24 00:23:00 20140323_1243.fits(obstype=survey 181.633878 68.002886 2.64 1.09 -14.10 107.882 110 263.633 -5.300 5.670123
2014-03-24 00:23:04 20140323_1244.fits(obstype=survey 181.633878 68.002886 2.79 1.08 -14.79 107.817 108 263.633 -5.300 5.670123
2014-03-24 00:23:09 20140323_1245.fits(obstype=survey 181.633878 68.002886 2.80 1.08 5.35 107.818 112 263.633 -5.300 5.670123
2014-03-24 00:23:13 20140323_1246.fits(obstype=survey 181.633878 68.002886 2.71 1.06 15.54 107.51 113 263.633 -5.300 5.670123
2014-03-24 00:23:18 20140323_1247.fits(obstype=survey 181.633878 68.002886 2.75 1.14 -4.08 107.542 113 263.633 -5.300 5.670123
2014-03-24 00:23:23 20140323_1248.fits(obstype=survey 181.633878 68.002886 2.82 1.05 -14.03 107.287 110 263.633 -5.300 5.670123
2014-03-24 00:28:04 20140323_1249.fits(obstype=survey 185.639028 68.002041 2.78 1.06 -13.67 106.798 117 264.036 -5.300 3.286942
2014-03-24 00:28:08 20140323_1250.fits(obstype=survey 185.639028 68.002041 2.90 1.03 -4.98 106.931 117 264.036 -5.300 3.286942
2014-03-24 00:28:13 20140323_1251.fits(obstype=survey 185.639028 68.002041 2.61 1.11 5.20 107.656 122 264.036 -5.300 3.286942
2014-03-24 00:28:17 20140323_1252.fits(obstype=survey 185.639028 68.002041 2.87 1.09 -4.01 106.957 117 264.036 -5.300 3.286942
2014-03-24 00:28:22 20140323_1253.fits(obstype=survey 185.639028 68.002041 2.66 1.05 -3.97 106.974 117 264.036 -5.300 3.286942
2014-03-24 00:28:26 20140323_1254.fits(obstype=survey 185.639028 68.002041 2.90 1.03 5.26 106.933 114 264.036 -5.300 3.286942
2014-03-24 00:28:31 20140323_1255.fits(obstype=survey 185.639028 68.002041 2.52 1.05 6.01 106.443 122 264.036 -5.300 3.286942
2014-03-24 00:28:35 20140323_1256.fits(obstype=survey 185.639028 68.002041 2.93 1.03 -34.21 106.833 117 264.036 -5.300 3.286942
2014-03-24 00:28:40 20140323_1257.fits(obstype=survey 185.639028 68.002041 2.63 1.08 6.01 106.97 122 264.036 -5.300 3.286942
2014-03-24 00:28:44 20140323_1258.fits(obstype=survey 185.639028 68.002041 2.63 1.07 -4.02 106.524 120 264.036 -5.300 3.286942
2014-03-24 00:28:48 20140323_1259.fits(obstype=survey 185.639028 68.002041 2.79 1.05 6.03 106.801 120 264.036 -5.300 3.286942
2014-03-24 00:28:53 20140323_1260.fits(obstype=survey 185.639028 68.002041 2.55 1.06 -4.27 106.835 116 264.036 -5.300 3.286942
2014-03-24 00:28:57 20140323_1261.fits(obstype=survey 185.639028 68.002041 2.84 1.05 -3.90 106.647 116 264.036 -5.300 3.286942
2014-03-24 00:29:02 20140323_1262.fits(obstype=survey 185.639028 68.002041 2.71 1.08 15.38 106.345 120 264.036 -5.300 3.286942
2014-03-24 00:29:07 20140323_1263.fits(obstype=survey 185.639028 68.002041 2.74 1.11 -4.78 106.949 117 264.036 -5.300 3.286942
2014-03-24 00:29:11 20140323_1264.fits(obstype=survey 185.639028 68.002041 3.22 1.05 6.89 110.117 116 264.036 -5.300 3.286942
2014-03-24 00:29:16 20140323_1265.fits(obstype=survey 185.639028 68.002041 2.83 1.09 -3.99 111.3 121 264.036 -5.300 3.286942
2014-03-24 00:29:20 20140323_1266.fits(obstype=survey 185.639028 68.002041 3.01 1.11 35.80 106.23 119 264.036 -5.300 3.286942
2014-03-24 00:29:25 20140323_1267.fits(obstype=survey 185.639028 68.002041 3.23 1.05 -4.64 106.169 117 264.036 -5.300 3.286942
2014-03-24 00:29:29 20140323_1268.fits(obstype=survey 185.639028 68.002041 2.78 1.05 26.35 106.801 118 264.036 -5.300 3.286942
2014-03-24 00:29:34 20140323_1269.fits(obstype=survey 185.639028 68.002041 2.74 1.09 15.96 106.431 124 264.036 -5.300 3.286942
2014-03-24 00:29:38 20140323_1270.fits(obstype=survey 185.639028 68.002041 2.82 1.05 25.26 105.926 121 264.036 -5.300 3.286942
2014-03-24 00:29:43 20140323_1271.fits(obstype=survey 185.639028 68.002041 2.83 1.05 -23.98 111.067 118 264.036 -5.300 3.286942
2014-03-24 00:29:48 20140323_1272.fits(obstype=survey 185.639028 68.002041 2.75 1.06 -13.45 106.625 120 264.036 -5.300 3.286942
2014-03-24 00:34:31 20140323_1273.fits(obstype=survey 181.626937 68.003730 2.82 1.07 35.97 107.131 115 263.652 -5.500 8.902384
2014-03-24 00:34:35 20140323_1274.fits(obstype=survey 181.626937 68.003730 3.06 1.05 26.11 109.598 107 263.652 -5.500 8.902384
2014-03-24 00:34:40 20140323_1275.fits(obstype=survey 181.626937 68.003730 2.89 1.05 5.84 106.959 106 263.652 -5.500 8.902384
2014-03-24 00:34:44 20140323_1276.fits(obstype=survey 181.626937 68.003730 3.03 1.11 6.41 109.807 107 263.652 -5.500 8.902384
2014-03-24 00:34:49 20140323_1277.fits(obstype=survey 181.626937 68.003730 2.79 1.07 36.11 107.073 113 263.652 -5.500 8.902384
2014-03-24 00:34:53 20140323_1278.fits(obstype=survey 181.626937 68.003730 2.74 1.08 -3.20 106.739 116 263.652 -5.500 8.902384
2014-03-24 00:34:57 20140323_1279.fits(obstype=survey 181.626937 68.003730 2.72 1.05 26.23 106.645 111 263.652 -5.500 8.902384
2014-03-24 00:35:02 20140323_1280.fits(obstype=survey 181.626937 68.003730 2.67 1.06 -4.30 111.335 114 263.652 -5.500 8.902384
2014-03-24 00:35:06 20140323_1281.fits(obstype=survey 181.626937 68.003730 2.53 1.05 -13.66 107.016 113 263.652 -5.500 8.902384
2014-03-24 00:35:11 20140323_1282.fits(obstype=survey 181.626937 68.003730 2.71 1.06 5.65 106.298 114 263.652 -5.500 8.902384
2014-03-24 00:35:15 20140323_1283.fits(obstype=survey 181.626937 68.003730 2.71 1.09 35.29 106.476 112 263.652 -5.500 8.902384
2014-03-24 00:35:19 20140323_1284.fits(obstype=survey 181.626937 68.003730 2.75 1.12 -3.79 107.012 114 263.652 -5.500 8.902384
2014-03-24 00:35:24 20140323_1285.fits(obstype=survey 181.626937 68.003730 2.65 1.11 -4.31 109.549 114 263.652 -5.500 8.902384
2014-03-24 00:35:29 20140323_1286.fits(obstype=survey 181.626937 68.003730 2.82 1.05 -3.60 109.459 116 263.652 -5.500 8.902384
2014-03-24 00:35:33 20140323_1287.fits(obstype=survey 181.626937 68.003730 2.74 1.06 26.07 107.009 118 263.652 -5.500 8.902384
2014-03-24 00:35:38 20140323_1288.fits(obstype=survey 181.626937 68.003730 2.62 1.12 76.98 111.513 125 263.652 -5.500 8.902384
2014-03-24 00:35:43 20140323_1289.fits(obstype=survey 181.626937 68.003730 2.63 1.05 -4.03 108.98 125 263.652 -5.500 8.902384
2014-03-24 00:35:47 20140323_1290.fits(obstype=survey 181.626937 68.003730 2.92 1.08 -3.37 109.38 120 263.652 -5.500 8.902384
2014-03-24 00:35:52 20140323_1291.fits(obstype=survey 181.626937 68.003730 2.73 1.11 -3.68 106.283 115 263.652 -5.500 8.902384
2014-03-24 00:35:56 20140323_1292.fits(obstype=survey 181.626937 68.003730 2.71 1.08 -3.81 106.655 113 263.652 -5.500 8.902384
2014-03-24 00:36:01 20140323_1293.fits(obstype=survey 181.626937 68.003730 2.71 1.09 65.20 106.742 113 263.652 -5.500 8.902384
2014-03-24 00:36:05 20140323_1294.fits(obstype=survey 181.626937 68.003730 2.86 1.12 -4.24 106.451 115 263.652 -5.500 8.902384
2014-03-24 00:36:10 20140323_1295.fits(obstype=survey 181.626937 68.003730 2.76 1.03 15.69 106.935 115 263.652 -5.500 8.902384
2014-03-24 00:36:15 20140323_1296.fits(obstype=survey 181.626937 68.003730 2.77 1.05 56.76 106.697 114 263.652 -5.500 8.902384
2014-03-24 00:40:56 20140323_1297.fits(obstype=survey 185.632132 68.002892 2.77 1.05 26.27 109.519 118 263.421 -5.600 6.519281
2014-03-24 00:41:00 20140323_1298.fits(obstype=survey 185.632132 68.002892 2.50 1.07 36.19 109.625 123 263.421 -5.600 6.519281
2014-03-24 00:41:05 20140323_1299.fits(obstype=survey 185.632132 68.002892 2.83 1.12 25.88 109.661 117 263.421 -5.600 6.519281
2014-03-24 00:41:09 20140323_1300.fits(obstype=survey 185.632132 68.002892 2.76 1.06 6.47 105.031 119 263.421 -5.600 6.519281
2014-03-24 00:41:14 20140323_1301.fits(obstype=survey 185.632132 68.002892 2.81 1.06 5.16 110.151 120 263.421 -5.600 6.519281
2014-03-24 00:41:18 20140323_1302.fits(obstype=survey 185.632132 68.002892 2.92 1.09 -4.08 105.317 115 263.421 -5.600 6.519281
2014-03-24 00:41:23 20140323_1303.fits(obstype=survey 185.632132 68.002892 3.13 1.14 6.36 109.427 116 263.421 -5.600 6.519281
2014-03-24 00:41:27 20140323_1304.fits(obstype=survey 185.632132 68.002892 2.73 1.11 -4.71 105.631 117 263.421 -5.600 6.519281
2014-03-24 00:41:32 20140323_1305.fits(obstype=survey 185.632132 68.002892 2.89 1.05 -13.77 105.342 116 263.421 -5.600 6.519281
2014-03-24 00:41:36 20140323_1306.fits(obstype=survey 185.632132 68.002892 2.92 1.06 26.40 105.035 120 263.421 -5.600 6.519281
2014-03-24 00:41:40 20140323_1307.fits(obstype=survey 185.632132 68.002892 2.96 1.09 -3.50 109.472 119 263.421 -5.600 6.519281
